site,plot,site_plot,quad,spp,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,ttl_ht_only,cones,dead_stressed,browsed,form_prob,seedling,uncertainty,tally_num,record_expand_plot,record_expand_site,trees_per_plot,trees_per_site,trees_per_ha,ttl_ht,ht_2006,ht_2007,ht_2008,ht_2009,ht_2010,ht_2011,ht_2012,ht_2013,ht_2014,ht_2015,ht_2016,grwth_2006,grwth_2007,grwth_2008,grwth_2009,grwth_2010,grwth_2011,grwth_2012,grwth_2013,grwth_2014,grwth_2015,grwth_2016,grwth_avg_Ngerm_Y16,grwth_avg_Ngerm_N16,yrs_grwth_inclusive,estab_yr,yr1GTE10_estab_yr,yr1GTE20_estab_yr
S-312-427,W,S-312-427_W,NW,PICO,7,17,21,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,21,,,,,,,,,7,17,21,,,,,,,,,,10,4,7,10,3,2014,2014,2014
S-312-427,W,S-312-427_W,NE,PICO,7,15,24,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,24,,,,,,,,,7,15,24,,,,,,,,,,8,9,8.5,8,3,2014,2014,2014
S-312-427,W,S-312-427_W,NW,PICO,7,11,16,23,29,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,29,,,,,,,7,11,16,23,29,,,,,,,,4,5,7,6,5.5,5.333333333,5,2012,2012,2012
S-312-427,W,S-312-427_W,NE,PICO,7,15,25,36,55,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,55,,,,,,,7,15,25,36,55,,,,,,,,8,10,11,19,12,9.666666667,5,2012,2012,2012
S-312-427,W,S-312-427_W,SE,PICO,6,11,18,22,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,22,,,,,,,,6,11,18,22,,,,,,,,,5,7,4,5.333333333,6,4,2013,2013,2013
S-312-427,W,S-312-427_W,SE,PICO,6,13,14,30,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,30,,,,,,,,6,13,14,30,,,,,,,,,7,1,16,8,4,4,2013,2013,2013
S-312-427,W,S-312-427_W,NE,PICO,6,10,15,34,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,34,,,,,,,,6,10,15,34,,,,,,,,,4,5,19,9.333333333,4.5,4,2013,2013,2013
S-312-427,W,S-312-427_W,NW,PICO,6,10,14,34,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,34,,,,,,,,6,10,14,34,,,,,,,,,4,4,20,9.333333333,4,4,2013,2013,2013
S-312-427,W,S-312-427_W,NW,PICO,6,17,25,46,67,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,67,,,,,,,6,17,25,46,67,,,,,,,,11,8,21,21,15.25,13.33333333,5,2012,2012,2012
S-312-427,W,S-312-427_W,NW,PICO,6,19,22,28,40,50,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,50,,,,,,6,19,22,28,40,50,,,,,,,13,3,6,12,10,8.8,8.5,6,2011,2011,2011
S-312-427,W,S-312-427_W,NW,PICO,6,15,27,38,51,62,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,62,,,,,,6,15,27,38,51,62,,,,,,,9,12,11,13,11,11.2,11.25,6,2011,2011,2011
S-312-427,W,S-312-427_W,NE,PICO,5,8,20,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,20,,,,,,,,,5,8,20,,,,,,,,,,3,12,7.5,3,3,2014,2014,2014
S-312-427,W,S-312-427_W,NW,PICO,5,14,26,51,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,51,,,,,,,,5,14,26,51,,,,,,,,,9,12,25,15.33333333,10.5,4,2013,2013,2013
S-312-427,W,S-312-427_W,SW,PICO,5,8,15,23,37,45,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,45,,,,,,5,8,15,23,37,45,,,,,,,3,7,8,14,8,8,8,6,2011,2011,2011
S-312-427,W,S-312-427_W,SE,PICO,4,9,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,9,,,,,,,,,,4,9,,,,,,,,,,,5,5,#DIV/0!,2,2015,2015,2015
S-312-427,W,S-312-427_W,SE,PICO,4,8,17,32,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,32,,,,,,,,4,8,17,32,,,,,,,,,4,9,15,9.333333333,6.5,4,2013,2013,2013
S-312-427,W,S-312-427_W,SE,PICO,4,17,19,24,27,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,27,,,,,,,4,17,19,24,27,,,,,,,,13,2,5,3,5.75,6.666666667,5,2012,2012,2012
S-312-427,W,S-312-427_W,NW,PICO,4,12,20,30,36,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,36,,,,,,,4,12,20,30,36,,,,,,,,8,8,10,6,8,8.666666667,5,2012,2012,2012
S-312-427,W,S-312-427_W,SW,PICO,4,15,21,30,43,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,43,,,,,,,4,15,21,30,43,,,,,,,,11,6,9,13,9.75,8.666666667,5,2012,2012,2012
S-312-427,W,S-312-427_W,SE,PICO,3,6,10,17,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,17,,,,,,,,3,6,10,17,,,,,,,,,3,4,7,4.666666667,3.5,4,2013,2013,2013
S-312-427,W,S-312-427_W,NW,PICO,3,10,20,30,45,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,45,,,,,,,3,10,20,30,45,,,,,,,,7,10,10,15,10.5,9,5,2012,2012,2012
S-312-427,W,S-312-427_W,NE,PICO,2,6,10,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,10,,,,,,,,,2,6,10,,,,,,,,,,4,4,4,4,3,2014,2014,2014
S-312-427,W,S-312-427_W,SE,PICO,1,5,8,11,15,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,15,,,,,,,1,5,8,11,15,,,,,,,,4,3,3,4,3.5,3.333333333,5,2012,2012,2012
S-312-428,C,S-312-428_C,NW,PICO,2,8,14,25,43,70,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,70,,,,,,2,8,14,25,43,70,,,,,,,6,6,11,18,27,13.6,10.25,6,2011,2011,2011
S-312-428,N,S-312-428_N,ALL,PIPO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-428,N,S-312-428_N,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,2,1,1,2,2,50.92958179,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-428,S,S-312-428_S,ALL,NONE,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,0,1,1,0,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-428,W,S-312-428_W,NW,PICO,3,8,13,24,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,24,,,,,,,,3,8,13,24,,,,,,,,,5,5,11,7,5,4,2013,2013,2013
S-312-441,C,S-312-441_C,NE,PICO,5,19,38,60,80,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,80,,,,,,,5,19,38,60,80,,,,,,,,14,19,22,20,18.75,18.33333333,5,2012,2012,2012
S-312-441,C,S-312-441_C,SW,PICO,4,23,38,63,87,117,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,117,,,,,,4,23,38,63,87,117,,,,,,,19,15,25,24,30,22.6,20.75,6,2011,2011,2011
S-312-441,C,S-312-441_C,NW,PIEN,3,6,11,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,11,,,,,,,,,3,6,11,,,,,,,,,,3,5,4,3,3,2014,2014,2014
S-312-441,C,S-312-441_C,NE,PICO,3,8,14,17,22,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,22,,,,,,,3,8,14,17,22,,,,,,,,5,6,3,5,4.75,4.666666667,5,2012,2012,2012
S-312-441,C,S-312-441_C,NE,PICO,2,20,32,48,77,94,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,94,,,,,,2,20,32,48,77,94,,,,,,,18,12,16,29,17,18.4,18.75,6,2011,2011,2011
S-312-441,C,S-312-441_C,NE,PICO,1,8,12,18,36,50,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,50,,,,,,1,8,12,18,36,50,,,,,,,7,4,6,18,14,9.8,8.75,6,2011,2011,2011
S-312-441,E,S-312-441_E,SE,PICO,_,21,32,55,82,119,,,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,119,,,,,,,21,32,55,82,119,,,,,,,,11,23,27,37,24.5,20.33333333,6,2011,2010,2009
S-312-441,E,S-312-441_E,NW,PICO,_,12,28,39,52,72,90,,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,90,,,,,,12,28,39,52,72,90,,,,,,,16,11,13,20,18,15.6,15,7,2010,2009,2008
S-312-441,E,S-312-441_E,NW,PICO,2,11,18,29,44,63,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,63,,,,,,2,11,18,29,44,63,,,,,,,9,7,11,15,19,12.2,10.5,6,2011,2011,2011
S-312-441,N,S-312-441_N,ALL,LAOC,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,2,1,1,2,2,50.92958179,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-441,N,S-312-441_N,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,2,1,1,2,2,50.92958179,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-441,S,S-312-441_S,ALL,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-441,S,S-312-441_S,ALL,PIPO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-441,S,S-312-441_S,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,2,1,1,2,2,50.92958179,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-441,W,S-312-441_W,SE,PIPO,3,12,15,24,35,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,35,,,,,,,3,12,15,24,35,,,,,,,,9,3,9,11,8,7,5,2012,2012,2012
S-312-441,W,S-312-441_W,SW,PICO,2,14,27,41,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,41,,,,,,,,2,14,27,41,,,,,,,,,12,13,14,13,12.5,4,2013,2013,2013
S-312-441,W,S-312-441_W,SW,LAOC,2,6,10,13,19,28,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,28,,,,,,2,6,10,13,19,28,,,,,,,4,4,3,6,9,5.2,4.25,6,2011,2011,2011
S-312-452,C,S-312-452_C,SE/SW/NW,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,126,1,1,126,126,3208.563653,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-452,C,S-312-452_C,NE,PICO,_,_,_,38,48,56,69,,,,,NA,NO,NO,NO,NO,NO,YR1BLANK_QMSRMT,1,1,1,1,1,25.46479089,69,,,,,,,,38,48,56,69,,,,,,,,,10,8,13,10.33333333,9,7,2010,2009,2008
S-312-452,C,S-312-452_C,NE,PICO,_,_,_,_,60,73,88,95,120,,,NA,NO,NO,NO,NO,NO,YR1BLANK_QMSRMT,1,1,1,1,1,25.46479089,120,,,,,,,60,73,88,95,120,,,,,,,,13,15,7,25,15,11.66666667,9,2008,2007,2006
S-312-452,C,S-312-452_C,NE,PICO,9,19,29,38,,,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,38,,,,,,,,9,19,29,38,,,,,,,,,10,10,9,9.666666667,10,4,2013,2013,2013
S-312-452,C,S-312-452_C,NE,PICO,7,16,19,26,38,,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,38,,,,,,,7,16,19,26,38,,,,,,,,9,3,7,12,7.75,6.333333333,5,2012,2012,2012
S-312-452,C,S-312-452_C,NE,PICO,7,17,26,40,57,79,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,79,,,,,,7,17,26,40,57,79,,,,,,,10,9,14,17,22,14.4,12.5,6,2011,2011,2011
S-312-452,C,S-312-452_C,NE,PICO,7,21,35,59,98,136,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,136,,,,,,7,21,35,59,98,136,,,,,,,14,14,24,39,38,25.8,22.75,6,2011,2011,2011
S-312-452,C,S-312-452_C,NE,PICO,3,20,29,42,60,87,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,87,,,,,,3,20,29,42,60,87,,,,,,,17,9,13,18,27,16.8,14.25,6,2011,2011,2011
S-312-452,C,S-312-452_C,NE,PICO,2,10,22,29,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,29,,,,,,,,2,10,22,29,,,,,,,,,8,12,7,9,10,4,2013,2013,2013
S-312-452,C,S-312-452_C,NE,PICO,1,10,19,27,40,56,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,56,,,,,,1,10,19,27,40,56,,,,,,,9,9,8,13,16,11,9.75,6,2011,2011,2011
S-312-452,E,S-312-452_E,SE/SW/NW,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,61,1,1,61,61,1553.352245,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-452,E,S-312-452_E,NE,PICO,_,16,25,39,53,71,,,,,,NA,NO,NO,YES,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,71,,,,,,,16,25,39,53,71,,,,,,,,9,14,14,18,13.75,12.33333333,6,2011,2010,2009
S-312-452,E,S-312-452_E,NE,PICO,_,10,14,18,24,50,,,,,,NA,NO,NO,YES,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,50,,,,,,,10,14,18,24,50,,,,,,,,4,4,6,26,10,4.666666667,6,2011,2010,2009
S-312-452,E,S-312-452_E,NE,PICO,_,17,23,34,43,50,66,,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,66,,,,,,17,23,34,43,50,66,,,,,,,6,11,9,7,16,9.8,8.25,7,2010,2009,2008
S-312-452,E,S-312-452_E,NE,PICO,8,15,24,32,49,,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,49,,,,,,,8,15,24,32,49,,,,,,,,7,9,8,17,10.25,8,5,2012,2012,2012
S-312-452,E,S-312-452_E,NE,PICO,7,17,24,35,48,,,,,,,NA,NO,YES,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,48,,,,,,,7,17,24,35,48,,,,,,,,10,7,11,13,10.25,9.333333333,5,2012,2012,2012
S-312-452,E,S-312-452_E,NE,PICO,3,11,21,43,65,88,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,88,,,,,,3,11,21,43,65,88,,,,,,,8,10,22,22,23,17,15.5,6,2011,2011,2011
S-312-452,N,S-312-452_N,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,102,1,1,102,102,2597.408671,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-452,S,S-312-452_S,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,131,1,1,131,131,3335.887607,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-452,W,S-312-452_W,SE/SW/NW,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,42,1,1,42,42,1069.521218,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-312-452,W,S-312-452_W,NE,PICO,7,16,41,59,84,105,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,105,,,,,,7,16,41,59,84,105,,,,,,,9,25,18,25,21,19.6,19.25,6,2011,2011,2011
S-312-452,W,S-312-452_W,NE,PICO,2,10,22,36,59,,,,,,,NA,NO,YES,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,59,,,,,,,2,10,22,36,59,,,,,,,,8,12,14,23,14.25,11.33333333,5,2012,2012,2012
S-312-452,W,S-312-452_W,NE,PICO,1,9,17,27,44,66,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,66,,,,,,1,9,17,27,44,66,,,,,,,8,8,10,17,22,13,10.75,6,2011,2011,2011
S-313-475,C,S-313-475_C,SE,PICO,9,17,26,35,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,35,,,,,,,,9,17,26,35,,,,,,,,,8,9,9,8.666666667,8.5,4,2013,2013,2013
S-313-475,C,S-313-475_C,SE,PICO,7,15,21,30,36,45,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,45,,,,,,7,15,21,30,36,45,,,,,,,8,6,9,6,9,7.6,7.25,6,2011,2011,2011
S-313-475,C,S-313-475_C,SE,PICO,6,13,17,25,31,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,31,,,,,,,6,13,17,25,31,,,,,,,,7,4,8,6,6.25,6.333333333,5,2012,2012,2012
S-313-475,C,S-313-475_C,NE,PICO,5,9,14,20,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,20,,,,,,,,5,9,14,20,,,,,,,,,4,5,6,5,4.5,4,2013,2013,2013
S-313-475,C,S-313-475_C,SE,PICO,5,9,13,19,28,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,28,,,,,,,5,9,13,19,28,,,,,,,,4,4,6,9,5.75,4.666666667,5,2012,2012,2012
S-313-475,C,S-313-475_C,NE,PICO,4,11,23,30,45,57,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,57,,,,,,4,11,23,30,45,57,,,,,,,7,12,7,15,12,10.6,10.25,6,2011,2011,2011
S-313-475,C,S-313-475_C,SW,PICO,2,5,10,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,10,,,,,,,,,2,5,10,,,,,,,,,,3,5,4,3,3,2014,2014,2014
S-313-475,C,S-313-475_C,SW,PICO,2,7,17,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,17,,,,,,,,,2,7,17,,,,,,,,,,5,10,7.5,5,3,2014,2014,2014
S-313-475,E,S-313-475_E,SE,PICO,10,21,37,49,61,76,,,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,76,,,,,,10,21,37,49,61,76,,,,,,,11,16,12,12,15,13.2,12.75,6,2011,2010,2010
S-313-475,E,S-313-475_E,NE,PICO,7,17,28,32,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,32,,,,,,,,7,17,28,32,,,,,,,,,10,11,4,8.333333333,10.5,4,2013,2013,2013
S-313-475,E,S-313-475_E,NE,PICO,6,15,22,32,39,47,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,47,,,,,,6,15,22,32,39,47,,,,,,,9,7,10,7,8,8.2,8.25,6,2011,2011,2011
S-313-475,E,S-313-475_E,SW,PICO,5,15,23,33,47,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,47,,,,,,,5,15,23,33,47,,,,,,,,10,8,10,14,10.5,9.333333333,5,2012,2012,2012
S-313-475,E,S-313-475_E,SW,PICO,4,10,19,25,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,25,,,,,,,,4,10,19,25,,,,,,,,,6,9,6,7,7.5,4,2013,2013,2013
S-313-475,N,S-313-475_N,ALL,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-475,N,S-313-475_N,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,2,1,1,2,2,50.92958179,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-475,S,S-313-475_S,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-475,W,S-313-475_W,NE,PICO,4,8,19,23,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,23,,,,,,,,4,8,19,23,,,,,,,,,4,11,4,6.333333333,7.5,4,2013,2013,2013
S-313-475,W,S-313-475_W,NE,PSME,4,13,26,32,38,45,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,45,,,,,,4,13,26,32,38,45,,,,,,,9,13,6,6,7,8.2,8.5,6,2011,2011,2011
S-313-475,W,S-313-475_W,SE,PICO,4,14,29,40,47,57,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,57,,,,,,4,14,29,40,47,57,,,,,,,10,15,11,7,10,10.6,10.75,6,2011,2011,2011
S-313-475,W,S-313-475_W,SE,PSME,3,14,25,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,25,,,,,,,,,3,14,25,,,,,,,,,,11,11,11,11,3,2014,2014,2014
S-313-475,W,S-313-475_W,SE,PIEN,3,5,7,9,14,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,14,,,,,,,3,5,7,9,14,,,,,,,,2,2,2,5,2.75,2,5,2012,2012,2012
S-313-475,W,S-313-475_W,NE,PSME,2,9,12,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,12,,,,,,,,,2,9,12,,,,,,,,,,7,3,5,7,3,2014,2014,2014
S-313-475,W,S-313-475_W,SE,PICO,2,7,10,15,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,15,,,,,,,,2,7,10,15,,,,,,,,,5,3,5,4.333333333,4,4,2013,2013,2013
S-313-475,W,S-313-475_W,NE,PICO,1,7,17,,,,,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,17,,,,,,,,,1,7,17,,,,,,,,,,6,10,8,6,3,2014,2014,2014
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,C,S-313-477_C,NW,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,YES,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,E,S-313-477_E,SE,PICO,6,25,50,85,123,_,_,196,,,,NA,NO,NO,YES,NO,NO,QMSRMT,1,1,1,1,1,25.46479089,196,,,,,,6,25,50,85,123,196,,,,,,,19,25,35,38,73,38,29.25,8,2009,2009,2009
S-313-477,N,S-313-477_N,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,7,1,1,7,7,178.2535363,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,S,S-313-477_S,ALL,PSME,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,S,S-313-477_S,ALL,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,5,1,1,5,5,127.3239545,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-313-477,W,S-313-477_W,NE,PICO,NA,,,,,,,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
